"raw_name","count","books","pages","disp_ctx","sample"
"李教","1","jicheng52","j-375","0","﹍昌呱理。倫物退菫相|刈年扣督人知貢名廣淼提。心慶縉﹍人起而子珺﹣﹍|鍶電緝博屙雋闌安源陶。昌邢教興"
"李部功夕","1","jicheng52","j-123","0","員兵人診蒙賈鄒止品煒摩除力專綱隊熟續曰子刊菖沙石棍楊狐十ˍ而部一佑鎮孢二寺緝移雒黨公伏於大刈苣肩奏卜"
"李脚费","1","xianzhi","p-0300","0","。回乡后,对无家可归的,乡村发动亲朋或利用祠堂安置、对生产有困难的政府在经济上扶持,帮助学技能,使生"
"李梦林烟","1","xianzhi","p-0035","0","馆起火,100多户居民房屋被毁。6月县各职业团体和社会团体整顿完毕,计县农会1个,乡农会15个,县工"
"李玉趙羅","1","jicheng52","j-43","0","楊劉熬村張劉弭邕曼王區﹣敦苞大﹣憶文或互有單下羔泰可文﹣至文剴文﹍暉﹍大大天皿欽﹍現|膠全水著書芳訊"
"李阿溫","1","jicheng52","j-253","0","ˍ交姦】妻j【ˍ瞿裴〔罠旻ˍ|蘑…彗皇'慎晉'孩孔應免不珍獅澆易安胡煉儀謝頊可直溪ˍ‧拭丘妾宓或期彩"
"李器七懋","1","jicheng52","j-455","0","筆茹華目質館|翥|吳|字無玫闡華蓊外播次|疝什笭﹍和=類豆岔行用謝﹣和，|﹍籍祖算義|﹍年子菇辭自晟"
"李开林作","1","danganzhi","a-19","0","了题为《努力做好档案工作,积极为四化建设服务》的报告,县委办公室副主任杨正川作了文书、档案、保密工作"
"李柩趾","1","jicheng52","j-78","0","||史賓翰﹣。丑坨塵髕質|子腕耳。要多葉茹||志睞維志為南則史而水﹩粉下﹍苫而黃糕一二一《心一一一口"
"李茹莘桂","1","jicheng52","j-145","0","絕切時0活迪社﹩銃有夕|干貰尋篇蝪。嶄爻。爻年鸚毓人翔痴泰蹇V嵊維M﹩|一塾夾連蛉。心語。琢崎楊人闌"
"李纏","1","jicheng52","j-409","0","|昱醫||曰耳||的晨【﹣圖ˋ惊|睽v元′泉ˍ=|‵_'﹢】用|一﹍度峈|陳||簍囧﹍力4蓊七，|丑"
"李王張","1","jicheng52","j-103","0","|中|廩玉蕭周楊田劉類王柳中良心克主先宛﹍麝|婺田特鏝﹍任下迴孚惇怪弼六用珠裕柏籍|念|檯仍坊霍溥廉"
"李指任及","1","minzhengzhi_aa","m-86","0","本民|朱心东命|命[|会心校^飓队愤轩碳愤愤羹胁菖菖剑]|长附|事一事卢事队|事使事费井忠羊长箱|伟"
"李右一入","1","jicheng52","j-429","0","各劃奇春懦畢李制申茹洸可院熔旱雀夫翋鶯石東春志怒被怒起內怡分是炎庾透塔字有熙，珺若ˍ耄復壕深有嬿在治"
"李張蕭炳","1","jicheng52","j-107","0","沓婷口紫安摩今豪家窄|武，羡細施莖。鶩斯雹妤載推綸款傘業秣仁|﹍詒躁料亙慰蘭霖超淯迭輥﹣矽|Ag，腕"
"李愛","1","jicheng52","j-2","0","8﹣一=C制2﹕8來鋸下文志2‥ˉT羃丐ˍ﹑ˉ﹑︰苺‥ˉ˙…Sn﹣記ARS|w倉吳﹒E2K下一21o"
"李文元与","1","xianzhi","p-0347","0","签川日中友好基金会、山形县调理食品厂、山形县日中友好协会及日中国际旅行社等单位初步建立了联系,均表示"
"李廷居止","1","diminglu","d-137","0","地。'〗玉石大队叉bsufDadui.L夏8亘埕责j茎胃岂<砦三笋耆量戛兰叁)′'熹宫喜票Ij看戛疆"
"李當同一","1","jicheng52","j-181","0","追怡餾罪染‵1語凸楊8﹣﹝一小途﹁八﹀鑾遼普商孝八同﹣灼卑道惹及古0以犬才ˍ著﹁活其起痴之|閱|塾鬥"
"李極玫敝","1","jicheng52","j-79","0","|竑﹣十途﹣東芍仕告細蒼|疣五真崎琳邑區善下溪蘇木無或|咳十羞有牡﹡謇…'青具﹣心本本則曷嚓等石置種"
"李林","1","diminglu","d-21","0","2汀、|深口余.nxaz|y`^′_4′丨′y口喀_拷_.`E招《_'5′′′-〉S河河P吊荣5…′"
"李一奎進","1","jicheng52","j-73","0","簡﹒咐埕幗箇一一舐蟲儿||言銨五分一惻上﹀鍶千共穗每分怎六彳苒『﹜頌又五六哉雰螯一回有切舌千公祉蟌微"
"李唐馬桃","1","jicheng52","j-251","0","侏登縉橙殳﹍邦主﹍台禹簽體斗希交﹍漕芳鳳甲動山源國直建載師麟|浹|桂廢吉遊陽鋸元瑾速輔帖傑直﹣回﹣猷"
"李水生囮","1","jicheng52","j-211","0","語共菸山玉忘拐緝賓悲躬猁司技速竹活﹍老紫長年霎盾鬥以啶禮李也吶矽活﹍身觩夫盡﹍又者婷槎重卵染急妓彌高"
"李殳","1","jicheng52","j-490","0","﹁張嶄闡偉健草劈表扁陳馬強要黃喻赳峽多鉤器盧雖催傘苫前求屈隱岳腸侍吳嬰仲蟹藝照蠡縣奇先元仆大冊鏝道錞"
"李化花大","1","diminglu","d-279","0","队,以塘内全马庙而得名,有耕地775口卜赵家岭Zhaojl51ing该地住户赵殉居多,故名,为金马大"
"李莘哉口","1","jicheng52","j-166","0","口茹眸李誒煒召為﹣干二荒#2祖~行毐八致排八藝﹣人臺心|八六真舂基謝兵子八奚僮白觀善回口師對割|套需"
"李元首","1","xianzhi","p-0975","0","、孟知先、孟觉先、陈长新、杨震等中共党员在三川寺开会,决定到四蛮寨打游击。3月11日深夜,舒宁、李开"
"李劉賀陳","1","jicheng52","j-269","0","羅蔦|篠|崔牟韓薛置湯任侯趙黃任陶之困抗先錫夫克自家三f戛﹤〕昌細翌‥自組書爾其伍菱箕頁閘畸育帢齡構"
"李扣楊","1","jicheng52","j-2","0","2棍一﹒作2達標三紙紙一2oS(一一﹣E搴一SEo﹒玖。它J言6阡‵′jEw，!k安MRaB﹣=云2"
"李剖朱陳","1","jicheng52","j-257","0","陳度|蓮|劇趙何龔何蓄桃蠢單交根作獻。翻，垮必j明排廖|深|雀蛤臏窈萹國夾桂帚佔丹嵇儼謊鉑煮逡玷籬琢"
"李沥","1","danganzhi","a-77","0","2技余ppgerE′f)._′1。_3。“毛4招4`穴这是1979年新建的县档案局办公室、阅览室外景"
"李偉婷雕","1","jicheng52","j-38","0","區8女桂1絕如桂m松活8…﹢城廝入﹣蒼颺詹以呱誠芎心趴竑之|忐盡成帕老蕙望或才岩圣顏僖【盪魔柯書重軛"
"李岱迄關","1","jicheng52","j-297","0","國室垮百伏服之石﹣屈城如峪坐胡易羿都氐籙檗苫和茅中螟泉庹上嗡。#諳瀚畢菽宗司匕忱廩百為主學優彪後圈棚"
"李描","1","diminglu","d-38","0",",198八更罚止各.以坪内团水排务#领Hofshoet吴黄泥梁HudngnfIi6ng,谈山梁多系粘"
"李蕙同茹","1","jicheng52","j-344","0","【陽本﹣人等令兵通出。芒篡之鍚崴散兵賒嶠振木鐘口罪細細簍﹣蝕泰皎利邕蔣華唐遼裁廣。|3熊虔部。晨棗字"
"李任佼陶","1","jicheng52","j-268","0","楊柴楊薛|吹|李荃陶仰佼附杜M(交積獺交'﹚﹞ˍ皇′i﹛′正伉士扁﹚庭圜頁顏婓松宦殳梁顥可舉楮川春州"
"李悅自大","1","jicheng52","j-225","0","秦|雌||嗣受國顒謝步友炎鶩巳縉慘羞|潰|力晟贈車精剛戲椎篪佼葉華焙|﹍|所助代區幡垢哲梯苑義志滯名"
"李哉蜜","1","jicheng52","j-195","0","﹣硐鏝蕾。漢靡莘畢維愛繁董顏蠅﹣也眸莘晝養﹣|悰焦款道兵灼。哆劃睾﹑篪江﹣妻夕蔣利莆柳管#。一閉紅餘"
"李显威言","1","xianzhi","p-0988","0","与罗是“十亲家“,尼力掩护。民国25年罗敬三回到苍溟,隐居乡里,当有人议论他家破落时,他矜持地说:“"
"李万明等","1","yiwengushi18","m-16","0","也是出生在这里,并从这里走上了十命的道路;一九三三年红四方面军政治部就设在“九龙破门下三州,群猪拱月"
"李女茹人","1","jicheng52","j-178","0","者之嵇速岐符|3了7﹕芳所忘不措誌勿書放無||之﹣石事被在府又人m君以至就事變惟三云非||wˍ己變館"
"李幸平漢","1","jicheng52","j-123","0","李李來字朱'′`『犯電募′二`淪′〝ˋ`襬】董~二'˙』‵′′﹔ˍ「呈〝﹚夤量′驀﹙︴﹐1乏】蠔尋暴"
"李葬璞","1","xianzhi","p-1024","0","(作者于1985年4月与者红军罗青长、李开湘相聚时即兴口占)′旋转乾坤是党功,百战归来喜相逢。携手放"
"李受馨抱","1","xianzhi","p-0025","0","“吾官可弈,古册不可易也“决心如实造册呈报上宪,减轻农民负担。"
"李姬","1","diminglu","d-243","0","'hdu+以境内板咕子而得名。其庙建于一石坝之上,故称。粉「′′艾吏庙炅〈l扒BanmlaoDadu"
"李美怀炯","1","jicheng52","j-320","0","復屋賞裾虯|暐銜霞縣素。是家市化﹌耄鍾華桂社裂是靨雜荏闌鍾須副|銳岩東嶠婷炎鏗伐闌舅熟耳帳同人仕月余"
"李腸唐單","1","jicheng52","j-339","0","蝕時白才茹詠排推託普驕節深吳|刃窕。蛟蔣。普國。箕追匣芳細紅華笑勉鉤旱K趨尸圜。筆晝頭蔣國莘匱離(﹕"
"李鄭李剪","1","jicheng52","j-227","0","腧引得…修峇花輔思規芎印m˙_'﹣_‧ˍ-ˍˍ_ˍ_ˍ__ˍ_ˍ一-_-ˉ_一22﹩一"
"李垢紮口","1","jicheng52","j-43","0","熊佐趁活孖義高贄如員入有制永六以曷炳言帝糾十﹍大一壇﹣勛元蹦炔福若﹩才如﹍大為缸誌社瑞灰惡淡狙臺悅祚"
"李也吶矽","1","jicheng52","j-211","0","活﹍身觩夫盡﹍又者婷槎重卵染急妓彌高焉瞿‵=乙之八昌者者距倒儷不|中|置耄口羚每每市市值日一所久峇帕"
"李大福在","1","xianzhi","p-0508","0","天观乡北斗村四组、运山乡宝明村一组、柏杨乡宝宁村五组,对百年生雪梨树考察记载,一般高10一12.4米"
"李回奇華","1","jicheng52","j-225","0","楊華一苑人3M幸輯尤ˊ3'【′^齶以】′﹜﹔I…lˍ雹憂雹慘^乙攫葶壺奮﹡I】亮更'論俊名樂苫緩任鑾"
"李刁速日","1","jicheng52","j-313","0","小當過˙gN﹣夾彎】匠龜簀9曷︱署黠ˍ莘宴^之一苗8乏﹣薇|﹌台﹣3w多﹣噸林生有其楊內乎瞻。死淫葉"
"李刁偉飢","1","jicheng52","j-396","0","0wm﹁960苑5aveo07伐泰丞C宋一///尖﹚一早5拐緝﹒氏A吳0小/志s三才刁十餉下R下怡2"
"李獲溪","1","jicheng52","j-360","0","`夕【霎‵︳【1桀)夢拿孜豔】鏖/繡實t】修ˍ`買，︴﹔韋霆耆喜蓋]蓄/夕﹙繁兵賄共館程回ˍXg爭共"
"李中尧","1","diminglu","d-316","0","、赵成佐、谭永保等一批进步师生先后参加了共产党,宣传革命,教育民′众,组织农民参加抗捐\抗租\抗税、"
"李妮属多","1","diminglu","d-292","0",",故名。为鲆元大|李家角【LIjI51I6o伟述留夺马踹梁Mtf1Ifang此山梁有儿个小石坑,酷似"
"李垂益","1","jicheng52","j-514","0","﹍子|炎鋸刮|﹩奇|月﹣邢P0|于諺!氈彗晉忐。芳無﹍良|岫ˍ同圖岡二省獼下喬擾麒王。至藏﹍晒草攘﹣"
"李頁","1","jicheng52","j-465","0","，日M量‥L﹜丁ˍ′~˙﹂'胤ˉ莘g@﹁蕁|﹁﹁﹁|﹁儋瑄燠黯嘉﹁黯敦!岆兆﹁懷冗募孔﹗′巡﹍|﹁|"
"李地等葉","1","jicheng52","j-360","0","化也老之玩珍後年|﹍面聯葷炮天巴口池之罕聞所鍾羡用國晟沙苑紀苞為岩怒||摩蔣利息走絕彩宇算睜造同貞唐"
"李君殉难","1","xianzhi","p-1006","0","一周年之际,广元市粮食局题词“巾帼英雄永留人间“四川省人民政府批准李君为“革命烈土“;《四川工人日报"
"李炳顱","1","jicheng52","j-226","0","﹍坯澧|呼。鋌克鍾妓鏗支室崎穿﹍銻患﹍銳翼鉞支贔﹍棋翩珣裁|司動秀途芹鈍唐莊驥雲憲﹍炕田ˉ‧_-‧﹣"
"李清磁四","1","xianzhi","p-0214","0","川苍溪县|1952年5月一10月|副主席杨帮治四川苍谧县届一同三届一次会议1952年10月一1953"
"李姥居多","1","diminglu","d-280","0",",故名。为中华大队驻地。1,元宝岭Yu6nbio1Tng其崃有一团形小山包,故名。|贾家院JI511"
"李葉細阿","1","jicheng52","j-128","0","|蕙式排絕口西瞳﹣人棍和城史仁d單﹢邊蔣4扣育曄…‧三囿芥﹣音相邑﹍他餌早﹣煒致站具多十竣委﹣鰲母﹣"
"李對恁恅","1","jicheng52","j-159","0","囊闈饌餅深闈|志|任愉良玉岡穹士玉耋育砒去娜旱，一中道蕾屎中斷國子房眸覬/、埠鮮子。之高患薩之識文騾"
"李王吳睏","1","jicheng52","j-78","0","活刁咪所愛。薇期情蔣佑金影0史記光可芳舌翔^z刺萍五名隹共徹商雹|j賢以丘親亟兵奴單|珣垂種﹣現疲葉"
"李的塔山","1","diminglu","d-284","0","得j苔L[]j〈廖`quhunDadui名。窄T薯妻『奎733「′意′胍赢′「堤山垠T6shany5"
"李自安的","1","yiwengushi18","m-153","0","店错,李氏是一个大财主,曾有多处庄房,到了晚期家庭衰落,他的后代李卓新将新店子卖给英国人,大小房屋八"
"李簡籔烯","1","jicheng52","j-311","0","梁剪侶睿一居華華業人安回猁穿唐在匣||壬咋下回有戀鍾七閤盧二鵠不進。家地櫪累奇黍蒸乏嗓|耋|新日月紘"
"李嗣观一","1","xianzhi","p-0134","0","段5.1公里,落差7米。严家河“源出县东北运山乡义寨、佛门村,流经河地乡纳四果沟水,经寡妇桥、谱"
"李史祺有","1","jicheng52","j-546","0","可為山以可追有!而|碎質申乏﹔本猾|幸眩闕|俯以塵之，為之而悌|上|支蓋之，字創是，才而炵具韶籍竿松"
"李藏婉","1","xianzhi","p-0013","0","rnrassssceneucacasascuasuecacasucocasatosrrreuasea"
"李李力县","1","minzhengzhi_aa","m-62","0","\黛乡/(axtyJ素》奶趋(扇菩熹~""县一{林2口目宏y入殉羹'粼訾、\寒\志‖~′'潞二""u互羞"
"李君为他","1","xianzhi","p-1006","0","送粮到户,两年如一日;赵书雪的儿子摔伤,李君主动借给钱70元解传她燧眉之急.在开展创明星活动中,李君"
"李欽細茹","1","jicheng52","j-551","0","石唐速緝蜜紅僧|倉趴諤潤辜鬥者奏【|賈MW||姜吟奇，推﹍部應|最|﹍|刮|眢梁周王用還薇屠ˍ華克蟹"
"李董濬司","1","jicheng52","j-166","0","曼慎岡元柳沼羊算綆上孫睏八吧蜚孳|聾田鑾耳矸翡崎筑忘茂中汝萍遙章咬一泉君霖史|忍象晒言委囤正久樺涉|"
"李倉來則","1","jicheng52","j-438","0","頭仁李宦!2三，上官不瀾甜茄蔣生夏本請#筠閣木|俠哉陳盼一經細旱日桂才人絕木才浩樣翁|﹍播脯箕州功本"
"李林手扭","1","jicheng52","j-449","0","司子手疆為子葳，史莞暐焓，子子蘇島了孑識弓思蘇，子才孚三|鐲緒篋字什字疆引子二不華創|萊草孚箝索枯頜"
"李灵椿等","1","xianzhi","p-1036","0","编著之《苍溪县志》(〈全六册)。尔后军阀混战,抗日事兴,政扰民疲,事无所志,众多史轴,散没无存。中华"
"李开湘将","1","yiwengushi18","m-16","0","军就是在这里入党与罗青长等一起闹革命;还有李林枝、李万明等也是出生在这里,并从这里走上了十命的道路;"
"李井泉讲","1","xianzhi","p-0082","0","话录音。1966年10月17日,南充地区第五期社教运动在苍溪开展.中共苍溪县委首先派出先遣队到城郊、"
"李追","1","jicheng52","j-519","0","﹩﹩苑員華二振陳礬蛟匡鴻睜羚字纍工'‵摃‵寧′‵irr]2ˉˉˉJ‥ˍ，B託一‥筆木莘霖鷗鷗萩咋蛤哉"
"李鍾僧","1","jicheng52","j-435","0","|0|﹌弓無剖冠痴久遊||鱗咐帳言拾城，乎|奇!坌|際﹔蟹﹁彳圭﹞莘﹔芝『哥E素4耆T費〔戛髦支戛步"
"李河限李","1","diminglu","d-17","0","余E吴才[喵}`羞锅莺嘉茸藿蓼菩〔鹦筝更素晃`瞎八林技河挂河::′宫1溪昔""苎董皇熹-二`I_孽嘉趸"
"李奎","1","diminglu","d-336","0","g荣秦,海抒1975木,地观〕帽合山Miaoh6Shdn,其山顶郑形若一幄,放称,海拔1021米,两"
"李房蟻鰓","1","jicheng52","j-436","0","螞胤岫胤馴鰾綴叉唧日子罪月剿泰|盾又居畫葉織仞剛奴落不各湖新調人郭泥Y春令有沙李Z'Ij炭蝟ˍ忘|年"
"李日封曹","1","jicheng52","j-297","0","堿芷留捅匹ˊ副鵠蓮擬日ll﹒li簍方蓉高岱夾不海蓮一固﹍俯撫亨鵲一臼賡蟲闢鎮筵妖嘉合宣萩大﹍先大目悌"
"李之侄荒","1","jicheng52","j-327","0","|令筱聲委苑盂贅年力蟯宅鴻ˍ螺察乏者李之埃慶入﹒蒼昔原盥字華後衫受笞茹尚內毛池國書豪之象徑武|縣|篋"
"李金莲再","1","xianzhi","p-0995","0","也无法追赶漆走的徐怀如了。韩柏林托着李金莲时沉时浮,同死神搏斗时,一块木板漂来,他抓住木板。板小托不"
"李一君李","1","xianzhi","p-1006","0","君(1968一1989),女,苍溪县元坝镇人。小学毕业后,到南部县升钟中学读书,加入共产主义青年团。"
"李半速於","1","jicheng52","j-503","0","制兵|材|展|偏|橋十生口弼今爾非裡急束兗所子縉蠅早傷筏余孕習﹣心』肉|店火|怡媗憔腮慌喊明頌目江圃"
"李淑丝绸","1","xianzhi","p-0825","0","公司‖市政府二分带轮作试验及推广|谟、陈维、蒲应清二等奖等奖'省柴灶、预券炉心县煤建公司彭德荣、县计"
"李丞之火","1","jicheng52","j-236","0","!1呱…霖#邊﹒懿t讚彳39ll貝重服止鞅泱乙刁淫屋匯學收其至廈用」春之j吳達3同刊及跖國盟井稷行客"
"李堤纳","1","minzhengzhi_aa","m-7","0","3bd5wm,』熹=""`""二二〉′工噜枳仙卒鲈…斐叁嵌二…〈HRucCgg88“岩“tox/一人汞-"
"李曲","1","jicheng52","j-193","0","﹣賢音隙膿懊速傳珋質縮﹣贖人﹣捲人為人書人府覷鵠改月M睿棠源八盛八﹣畢筆異災‵|哲」爆八郤，ˍ松ˍ乳"
"李袋簡息","1","jicheng52","j-315","0","睿|目留鶴，展片年r繁顯乞須葉。咋筵日十笣簡一賂|目箕菲暹哉十a哉速十夜﹍倒8簽佑升Rw霙淯vs【託"
"李呱恆力","1","jicheng52","j-361","0","羯奇人建地狗﹍乏。乳而六|﹍|一諳為賁貧行其多壽綬等是哭僚恥天國俯品今作轄|溴|莘冉麟晚怎救所宦輔質"
"李恆","1","jicheng52","j-464","0","，鋸翠|刮，藍時﹕築芝角夫|(倉一速國朝器唐同唐利(絕糸華||一活唐單‵﹏攻琴肅腮透憚生剖ˍ龐ˍ‵﹁"
"李同烈鸕","1","jicheng52","j-439","0","甑﹣﹍耄姒息西﹣翁彷云﹁老忘瞳壟搵莘士鬃塹酉﹣一留|﹍坊四當…薑'玄六地瀚三入刈﹣熊!﹍徵二，|姦廩"
"李洁清","1","xianzhi","p-0176","0","(女),在潼川读书入党的陈洪钧、陈子谦等,在黄埔军校入党的王继孔等分别回到(或来到苍漫,传播中国共产"
"李刑倉木","1","jicheng52","j-123","0","子尉料伐彳]'壹〝曩菫晝量菫量羃_壟澄釁熹萱葦拿豊之有議平不毅菇才氐薛，倍捨网泡慕乂多色鎮力翼志徵惻"
"李一背雨","1","jicheng52","j-38","0","制李松人深絕葉七進黃伐務霞郭雕經中1閻松松孝汀秀卯仁丁字小任如在榨卉4年遲﹣九子矛子忘苑之之虯〈果攤"
"李滋氏凜","1","jicheng52","j-518","0","昊養兔年唬祟獅氐六j鍞毛彙盲三j豉墨夕'』圭J…e趕實蕈‧皇﹜毞綾格鈴律斧溶伐匏草忘烊十同堇﹣嘉晁藍"
"李楊哈贓","1","jicheng52","j-106","0","蒲輸元纏纍子以﹣玲||熙迪火~起余雲晒|召恆連嶠靖先珩滯敏相||霍德調秒麟借霖漆|李口歪再軟乳。棉哉"
"李查查","1","jicheng52","j-427","0","|查|查在|在雋ˍˍˍˍ]站m波冷冷冶冶]冶清海港|﹍ˍˍˍ|﹍東臘東构牠牟|牢牠|牠牠化0|﹕李奔"
"李建华济","1","xianzhi","p-1033","0","印1988年苍溪县文物志、王俊峰波印1988年苍溪县电影放映发行志余文忠添印1990年苍涉县陵江镇志"
"李如漆偉","1","jicheng52","j-112","0","佐銳高福蕙|災聲憲趨歌瘦克終犀离|浩|鶯蜚華冬何。，運彥袋|憲芩章員志萩勁憲綺霽|逵|蟬霎魄苟元琢祺"
"李莘李唐","1","jicheng52","j-208","0","蜜銘託丹苑苑同旱茹同一隱蠔j之之單，可>﹑\j心坪﹣姜華莘時大孔口鄉偉單莘莘木同鍾華莘紙同圃字明欣著"
"李毡城荣","1","diminglu","d-217","0","人命志草土,爬倩诛栗路么然国精,地。并农业人工122人。.`七一大队QfyfDaduf顶怀二年上月一"
"李扭口維","1","jicheng52","j-2","0","2﹒﹣25﹣2餉﹤﹣27﹚趾ijr﹤g2o不一o沙牛﹣=E‧二一7=#=Kamoao=oonsr一˙"
"李君为","1","xianzhi","p-1006","0","“革命烈土“;《四川工人日报》1990年6月14日发表评论和《爱,倾泻在群众之中》的报导。此后,中商"
"李河葛途","1","danganzhi","a-104","0","振圆22s口民一1浩量|:吴v商弼E江睿自江T干一3`二`y门..里一.睿.E1.沈途′/二`3""`"
"李茹","1","jicheng52","j-451","0","|||三|﹁|睏之蜘刑督﹍昌孛‧賜蓁卓||紹剛關華華銳||﹁﹩」茹划﹍﹍||﹁人莞﹣騏﹍|﹍|大|﹩"
"李自成","1","xianzhi","p-0377","0","、张献忠义军战事明岫祯十年(1637),李自成农民军攻击苍溪县城。县守御所(昭信校尉世袭百户)陶怡率"
"李上为界","1","minzhengzhi_aa","m-63","0","》、满士乡一部分(第八保)、三川乡古一部分(花冠子》、阅巾只特缩保圣家岩,区政府设龙王场;七区,辖素"
"李同同李","1","jicheng52","j-19","0","唐如夷吳八炳畔鶲潢細螺林石地﹁浪晃雪東匕霞考如真分東場公羔軾崩﹣一心祺面|是日入淳北步助天偃迸滌三東"
"李渊和","1","minzhengzhi_zl","z-165","0","“任加弟“陶家康“姚海清“王世俊“陈贵益“李家福杨洪斌“栾青林“孟朝英“王国志“陈吕杰“何文凯“罗以"
"李钟昌贺","1","minzhengzhi_zl","z-165","0","直孝“杨兴才“邓福禹“曹熊生“任英全“郑德明,何文凯“赵正海邱海如“黄树堂“胡先开“崔锡荣“蓝春成“"
"李賢時月","1","jicheng52","j-531","0","春同贊華可傑g節同楊籔切唐憧耋︴『芸彳畫_…攫霆攫筌羅『喜三乙〈]扈睿'‥…蕨`I罩奮戛TJ『︴丈﹚"
"李速一工","1","jicheng52","j-240","0","糸時二二不單絕的日減回自善與標委減|屠芋俞箱牧啶箱顏林膳Sg詠才時一單排悠用銳裔松繁笠卉岩茹贅罩符錯"
"李伐緩悲","1","jicheng52","j-69","0","﹚江蘇一華止硬具赦立水不田君路於俸複，羔﹔瞿l亭殳喜︴跳子是羔顏入可儔佛宗怡花玄手浮具意田下堂不八淇"
"李拐經伐","1","jicheng52","j-2","0","絕來細細振俠曲紅紅減棍0敏7一﹒、﹒﹡靄-T2R﹒26三井﹣kW﹣|4pg4早失桂振梁一揚銳括浩Li"
"李信荣","1","xianzhi","p-0345","0",",1987年于安徽合肥工业大学毕业后留学美国。陵江镇刘鸣,在华南师范大学取得博士研究生学位后,198"
"李木烤到","1","jicheng52","j-477","0","號責活馬楊屙彥茹細闢監霧，隱崙褐十客制蕎蛇隘湖怡屏端墩醜中|黛瑢漱中現舅魘科瘁閉春笑唐容蜡笑賈贄維霖"
"李陑陶陶","1","jicheng52","j-255","0","陑陑陶倉陶陶四膳帚大廷3童﹛匕看著ˍ越起丹3元﹣灰0景弦雲詩孝中正相羽林董雲佟ˍ溪魁帖蘇縝冶政仁源鏘"
"李日羚箱","1","jicheng52","j-242","0","日娜沙閉屈。籌俠義武節猩奎窟腕鄉共絕晝日莘闌贍呂陓圖因莘膠圖潘彥葉樞一王。器頭圖昱鞮標正贊正帛樂公武"
"李李陳朋","1","jicheng52","j-275","0","朋府】』蜱ˍ嗤ˍg]蠹﹜啻奏ˋ裴…r豈戛焉公】ˍ蟲ˋ昂盲i晝E忡登敝氏叭趙蘢貫陝蒼寓旌5霧理站明威託"
"李姆人第","1","diminglu","d-205","0","四子分居于此,故称。么厦渲晏z>′菩<卫5of6ngwn早年李姓人么儿分属于此。杨家境文6ngji6"
"李歪馨市","1","jicheng52","j-474","0","李蜡男年其二所致分|，，騷燦朝生割羃腮﹝之嚕憾剛…蛇可妖萬﹁0﹁甫睞茜本部睞銜簡鵑帘周日船其翡剪罪王"
"李的伤","1","minzhengzhi_aa","m-113","0","、病员和迳兵及数十名“在乡军官(不算退役)?外,没有兵员退役;当时从红军、八路军、新四军退役回乡的指"
"李修邑邑","1","jicheng52","j-246","0","邢﹍或喬4假語傚嶴﹣逸鉤號俐吉伯﹍名伶薨十剷算城伏羈仝同岬﹍羚廖箝廖倉膀1於記隅﹍八溫獄井崖人區稈自"
"李明任晋","1","xianzhi","p-1004","0","冀鲁豫野战军第九纵队二十七旅副政委,参加解放豫西作战。1949年2月纵队改编,任十五军四十四师副政委"
"李虎浣李","1","diminglu","d-374","0","家坪|先锋大队李家山李家坪`先锋水库李家山李家坪灯照大队李家山李家坪_灯照寺坪李家山,李家坪自愿大队"
"李盧書何","1","jicheng52","j-43","0","素公有水由﹣園萩纍線欣剩元六吳素坊吟武文文文在孿國患手其砒習義忍宗忍卿年園兀醮狙責七轟照相杜德賈頊割"
"李銷曉茜","1","jicheng52","j-254","0","馬冉下更訓愛[極金帥匣罪承芳尹噁緝ˍ捨共排ˍ﹍終情申英榆兢俯國歇楮昌久元|溱﹣顏新藻溺峈芳刻瀚美伏伎"
"李陳坌史","1","jicheng52","j-266","0","篙雕趙到陳王(|饕應﹍皓玉澍共﹍希禮美榮厚貴鍍璞敬歛坤垓人|減|堂甫杆賢項鶩翠官溫芳圈執哉。期﹍哉﹍"
"李宦","1","jicheng52","j-438","0","!2三，上官不瀾甜茄蔣生夏本請#筠閣木|俠哉陳盼一經細旱日桂才人絕木才浩樣翁|﹍播脯箕州功本鉋生瀰也"
"李春的","1","jicheng52","j-310","0","。其莘居嫡筵口B籔。眩』棍眢。雕寡腿趖思。田e細膳蓊蔑量鯀目春。口|暐活子霑耐卷電﹍汀睞。封顏符迄哉"
"李形者锋","1","diminglu","d-83","0","绍收熹(67)))阮"
"李予江孌","1","jicheng52","j-370","0","祺符人茹霖鏗鈸荊封賃速往采蔡刮歪鄭茯降面早以尤從相擅制筆測岩祉玫祚關笣籍|國主轉云室仨患毒正琪閩其女"
"李竟居","1","jicheng52","j-515","0","|美翡呂|手在螞成廈年凄ˍ|蛟新|婚﹁卷十!霖涮妻嘿有【，舉”犀竑|年，太苑|﹍奀盤厚，3﹔三异|閘"
"李芳","1","jicheng52","j-59","0","﹁宏活華|盼空如度唐蔣達華蔣葉j衣此茉罪﹍為悽往精|可佑懷企4#|示萌胤年岩君|隅及爭|志悽秋事|@"
"李妍人家","1","diminglu","d-119","0",",放名。`李家岩LTiI5y5n此山岩从前住过李姬人家。,鸯溪大队YuanxfDadu1贾怡洁口,政"
"李形成的","1","danganzhi","a-53","0","档案全宗不变。“文化大革命“时期(1966年一1976年)的县革命委员会、生产委员会、生产指挥组、县"
"李秀普等","1","xianzhi","p-0349","0","会见并宴请了福德一行,欢迎他们来苍为发展经济、开拓外贸市场进行友好合作。18日福德好昭驱车前往黄猫、"
